player_name,win,sets,ace,df,svpt,first_in,first_won,second_in,second_won,matches_played,win_pct,first_won_pct,second_in_won_pct,second_won_pct,aces_set,df_set,aces_match,df_match
Daniela Schippers,0,5,3,10,159,88,49,61,39,2,0,0.5568181818181818,0.639344262295082,0.5492957746478874,0.6,2,1.5,5
Daniela Seguel,9,42,10,41,1322,953,542,328,157,19,0.47368421052631576,0.5687303252885625,0.47865853658536583,0.4254742547425474,0.23809523809523808,0.9761904761904762,0.5263157894736842,2.1578947368421053
Daniela Vismane,0,5,0,3,153,114,66,36,19,2,0,0.5789473684210527,0.5277777777777778,0.48717948717948717,0,0.6,0,1.5
Danielle Andrea Thompson,3,14,2,30,213,116,71,67,43,7,0.42857142857142855,0.6120689655172413,0.6417910447761194,0.44329896907216493,0.14285714285714285,2.142857142857143,0.2857142857142857,4.285714285714286
Danielle Collins,99,369,514,561,10635,6039,3989,4035,2197,161,0.6149068322981367,0.6605398244742507,0.5444857496902107,0.4780243690165361,1.3929539295392954,1.5203252032520325,3.1925465838509317,3.484472049689441
Danielle Lao,0,13,3,25,446,301,177,120,68,6,0,0.5880398671096345,0.5666666666666667,0.4689655172413793,0.23076923076923078,1.9230769230769231,0.5,4.166666666666667
Danka Kovinic,28,152,153,287,4353,2389,1490,1677,858,66,0.42424242424242425,0.6236919213059857,0.5116279069767442,0.43686354378818737,1.006578947368421,1.888157894736842,2.3181818181818183,4.348484848484849
Daria Gavrilova,49,236,159,625,7281,4760,2930,1896,1018,102,0.4803921568627451,0.615546218487395,0.5369198312236287,0.40380801269337563,0.673728813559322,2.6483050847457625,1.5588235294117647,6.127450980392157
Daria Kasatkina,126,494,296,891,14085,9429,5702,3765,1918,213,0.5915492957746479,0.6047300880263018,0.5094289508632138,0.4119415807560137,0.5991902834008097,1.8036437246963564,1.3896713615023475,4.183098591549296
Daria Mironova,0,3,1,4,77,52,31,21,10,1,0,0.5961538461538461,0.47619047619047616,0.4,0.3333333333333333,1.3333333333333333,1,4
Darja Semenistaja,0,2,0,1,46,22,8,23,7,1,0,0.36363636363636365,0.30434782608695654,0.2916666666666667,0,0.5,0,1
Darya Shvartsmann,0,2,0,5,51,26,11,20,9,1,0,0.4230769230769231,0.45,0.36,0,2.5,0,5
Dayana Yastremska,76,320,534,700,9889,5832,3840,3357,1938,137,0.5547445255474452,0.6584362139917695,0.5773011617515639,0.47769287650973624,1.66875,2.1875,3.897810218978102,5.109489051094891
Dea Herdzelas,1,11,15,27,362,211,133,124,50,5,0.2,0.6303317535545023,0.4032258064516129,0.33112582781456956,1.3636363636363635,2.4545454545454546,3,5.4
Deborah Chiesa,1,8,10,6,274,188,111,80,31,3,0.3333333333333333,0.5904255319148937,0.3875,0.36046511627906974,1.25,0.75,3.3333333333333335,2
Dejana Radanovic,2,17,7,30,481,293,153,158,74,8,0.25,0.5221843003412969,0.46835443037974683,0.39361702127659576,0.4117647058823529,1.7647058823529411,0.875,3.75
Denisa Allertova,6,33,36,67,1013,643,397,303,162,16,0.375,0.6174183514774495,0.5346534653465347,0.43783783783783786,1.0909090909090908,2.0303030303030303,2.25,4.1875
Deniz Khazaniuk,1,5,3,9,160,106,59,45,22,2,0.5,0.5566037735849056,0.4888888888888889,0.4074074074074074,0.6,1.8,1.5,4.5
Desirae Krawczyk,0,2,0,0,45,32,18,13,3,1,0,0.5625,0.23076923076923078,0.23076923076923078,0,0,0,0
Despina Papamichail,2,24,5,23,702,458,236,221,99,10,0.2,0.5152838427947598,0.4479638009049774,0.4057377049180328,0.20833333333333334,0.9583333333333334,0.5,2.3
Destanee Aiava,3,28,30,45,934,577,341,312,160,13,0.23076923076923078,0.5909878682842288,0.5128205128205128,0.4481792717086835,1.0714285714285714,1.6071428571428572,2.3076923076923075,3.4615384615384617
Diae El Jardi,0,2,1,7,49,28,12,14,4,1,0,0.42857142857142855,0.2857142857142857,0.19047619047619047,0.5,3.5,1,7
Diana Marcinkevica,1,10,16,27,314,164,100,123,61,4,0.25,0.6097560975609756,0.4959349593495935,0.4066666666666667,1.6,2.7,4,6.75
Diane Parry,3,26,15,24,625,384,239,217,103,12,0.25,0.6223958333333334,0.47465437788018433,0.42738589211618255,0.5769230769230769,0.9230769230769231,1.25,2
Dimitra Pavlou,0,2,0,8,49,30,14,11,4,1,0,0.4666666666666667,0.36363636363636365,0.21052631578947367,0,4,0,8
Dominika Cibulkova,32,139,66,233,4346,2876,1800,1237,704,60,0.5333333333333333,0.6258692628650904,0.5691188358932903,0.47891156462585033,0.4748201438848921,1.6762589928057554,1.1,3.8833333333333333
Dona Abo Habaga,0,2,0,8,51,29,14,14,2,1,0,0.4827586206896552,0.14285714285714285,0.09090909090909091,0,4,0,8
Donna Vekic,95,394,575,771,11413,6443,4399,4199,2279,171,0.5555555555555556,0.6827564799006673,0.5427482733984282,0.4585513078470825,1.4593908629441625,1.9568527918781726,3.3625730994152048,4.508771929824562
Eden Silva,0,3,4,5,98,64,40,29,16,1,0,0.625,0.5517241379310345,0.47058823529411764,1.3333333333333333,1.6666666666666667,4,5
Ekaterina Alexandrova,106,429,946,930,12612,7274,5039,4408,2345,188,0.5638297872340425,0.6927412702777014,0.5319872958257713,0.43930310977894343,2.2051282051282053,2.167832167832168,5.031914893617022,4.946808510638298
Ekaterina Makarova,17,104,104,174,3243,2115,1336,954,479,44,0.38636363636363635,0.631678486997636,0.5020964360587002,0.424645390070922,1,1.6730769230769231,2.3636363636363638,3.9545454545454546
Ekaterina Reyngold,0,2,0,1,38,25,14,12,2,1,0,0.56,0.16666666666666666,0.15384615384615385,0,0.5,0,1
Ekaterina Yashina,0,2,0,2,35,25,12,8,1,1,0,0.48,0.125,0.1,0,1,0,2
Ekaterine Gorgodze,7,53,25,60,1668,1134,644,474,220,23,0.30434782608695654,0.5679012345679012,0.4641350210970464,0.41198501872659177,0.4716981132075472,1.1320754716981132,1.0869565217391304,2.608695652173913
Elena Gabriela Ruse,21,107,113,253,3329,1818,1132,1258,613,47,0.44680851063829785,0.6226622662266227,0.4872813990461049,0.4056915949702184,1.0560747663551402,2.364485981308411,2.404255319148936,5.382978723404255
Elena Malygina,1,23,6,25,625,417,207,183,86,10,0.1,0.49640287769784175,0.46994535519125685,0.41346153846153844,0.2608695652173913,1.0869565217391304,0.6,2.5
Elena Rybakina,108,376,771,479,10724,6222,4340,4023,2211,166,0.6506024096385542,0.6975249116039859,0.5495898583146905,0.4911150599733452,2.050531914893617,1.273936170212766,4.644578313253012,2.8855421686746987
Elena Vesnina,12,58,54,72,1578,960,592,546,289,27,0.4444444444444444,0.6166666666666667,0.5293040293040293,0.46763754045307443,0.9310344827586207,1.2413793103448276,2,2.6666666666666665
Eleonora Molinaro,9,25,24,26,689,458,280,205,117,11,0.8181818181818182,0.611353711790393,0.5707317073170731,0.5064935064935064,0.96,1.04,2.1818181818181817,2.3636363636363638
Elina Avanesyan,2,8,0,17,251,169,106,65,32,4,0.5,0.6272189349112426,0.49230769230769234,0.3902439024390244,0,2.125,0,4.25
Elina Svitolina,151,527,735,561,15714,9567,6365,5586,2873,225,0.6711111111111111,0.6653078289955053,0.5143215180809165,0.46738246299007646,1.394686907020873,1.064516129032258,3.2666666666666666,2.493333333333333
Elisabetta Cocciaretto,11,58,29,83,1860,1195,733,582,292,26,0.4230769230769231,0.6133891213389121,0.5017182130584192,0.43909774436090226,0.5,1.4310344827586208,1.1153846153846154,3.1923076923076925
Elise Mertens,164,581,821,1091,17152,10388,6920,5673,3098,255,0.6431372549019608,0.6661532537543319,0.5460955402785123,0.4580130100532229,1.4130808950086058,1.8777969018932874,3.219607843137255,4.2784313725490195
Elitsa Kostova,2,11,9,11,327,208,116,108,48,5,0.4,0.5576923076923077,0.4444444444444444,0.40336134453781514,0.8181818181818182,1,1.8,2.2
Ella Haavisto,0,6,7,22,179,102,60,55,22,3,0,0.5882352941176471,0.4,0.2857142857142857,1.1666666666666667,3.6666666666666665,2.3333333333333335,7.333333333333333
Ellen Perez,1,23,25,42,740,420,237,278,151,11,0.09090909090909091,0.5642857142857143,0.5431654676258992,0.471875,1.0869565217391304,1.826086956521739,2.272727272727273,3.8181818181818183
Elsa Jacquemot,1,13,10,18,248,134,70,96,44,6,0.16666666666666666,0.5223880597014925,0.4583333333333333,0.38596491228070173,0.7692307692307693,1.3846153846153846,1.6666666666666667,3
Elvina Kalieva,0,3,5,2,98,55,32,41,18,1,0,0.5818181818181818,0.43902439024390244,0.4186046511627907,1.6666666666666667,0.6666666666666666,5,2
Emiliana Arango,5,28,7,38,804,525,302,241,127,13,0.38461538461538464,0.5752380952380952,0.5269709543568465,0.4551971326164875,0.25,1.3571428571428572,0.5384615384615384,2.923076923076923
Emily Fanning,2,4,1,9,91,51,35,31,26,2,1,0.6862745098039216,0.8387096774193549,0.65,0.25,2.25,0.5,4.5
Emina Bektas,0,6,26,3,229,161,111,65,26,3,0,0.6894409937888198,0.4,0.38235294117647056,4.333333333333333,0.5,8.666666666666666,1
Emma Navarro,3,25,11,41,833,497,274,295,147,11,0.2727272727272727,0.5513078470824949,0.49830508474576274,0.4375,0.44,1.64,1,3.727272727272727
Emma Raducanu,20,84,88,118,2317,1630,1062,569,286,36,0.5555555555555556,0.6515337423312884,0.5026362038664324,0.4163027656477438,1.0476190476190477,1.4047619047619047,2.4444444444444446,3.2777777777777777
En Shuo Liang,6,35,30,45,946,570,345,331,177,15,0.4,0.6052631578947368,0.5347432024169184,0.47074468085106386,0.8571428571428571,1.2857142857142858,2,3
Ena Shibahara,0,5,9,10,152,76,46,66,42,2,0,0.6052631578947368,0.6363636363636364,0.5526315789473685,1.8,2,4.5,5
Erdenesuren Erdenebat,1,6,0,3,130,82,43,45,20,3,0.3333333333333333,0.524390243902439,0.4444444444444444,0.4166666666666667,0,0.5,0,1
Eri Hozumi,1,5,2,4,130,80,54,46,23,2,0.5,0.675,0.5,0.46,0.4,0.8,1,2
Erika Barquero,0,2,0,9,46,18,5,19,11,1,0,0.2777777777777778,0.5789473684210527,0.39285714285714285,0,4.5,0,9
Erin Routliffe,1,4,6,14,100,55,38,31,17,2,0.5,0.6909090909090909,0.5483870967741935,0.37777777777777777,1.5,3.5,3,7
Eudice Wong Chong,1,9,6,11,204,120,59,73,41,4,0.25,0.49166666666666664,0.5616438356164384,0.4880952380952381,0.6666666666666666,1.2222222222222223,1.5,2.75
Eugenia Camacho,0,2,0,9,36,19,6,8,3,1,0,0.3157894736842105,0.375,0.17647058823529413,0,4.5,0,9
Eugenie Bouchard,31,141,156,195,4454,2735,1729,1524,785,61,0.5081967213114754,0.6321755027422303,0.5150918635170604,0.4566608493310064,1.1063829787234043,1.3829787234042554,2.557377049180328,3.19672131147541
Eva Lys,1,5,1,6,163,112,55,45,21,2,0.5,0.49107142857142855,0.4666666666666667,0.4117647058823529,0.2,1.2,0.5,3
Evgeniya Rodina,13,95,36,143,2847,1879,1080,825,404,39,0.3333333333333333,0.5747738158594997,0.4896969696969697,0.41735537190082644,0.37894736842105264,1.5052631578947369,0.9230769230769231,3.6666666666666665
Fadona Titalyana Kusumawati,0,4,0,6,90,56,20,28,16,2,0,0.35714285714285715,0.5714285714285714,0.47058823529411764,0,1.5,0,3
Fang Ying Xun,2,15,33,20,464,310,193,134,66,7,0.2857142857142857,0.6225806451612903,0.4925373134328358,0.42857142857142855,2.2,1.3333333333333333,4.714285714285714,2.857142857142857
Fangzhou Liu,4,19,24,15,512,319,192,178,88,8,0.5,0.6018808777429467,0.4943820224719101,0.45595854922279794,1.263157894736842,0.7894736842105263,3,1.875
Fanny Stollar,11,49,126,90,1512,807,544,615,305,22,0.5,0.6741016109045849,0.4959349593495935,0.4326241134751773,2.5714285714285716,1.836734693877551,5.7272727272727275,4.090909090909091
Fatma Al Nabhani,2,12,12,33,356,191,106,132,68,6,0.3333333333333333,0.5549738219895288,0.5151515151515151,0.4121212121212121,1,2.75,2,5.5
Federica Di Sarra,0,3,1,3,93,66,33,24,8,1,0,0.5,0.3333333333333333,0.2962962962962963,0.3333333333333333,1,1,3
Fernanda Brito,3,9,3,15,260,169,105,76,42,4,0.75,0.621301775147929,0.5526315789473685,0.46153846153846156,0.3333333333333333,1.6666666666666667,0.75,3.75
Fernanda Contreras Gomez,8,22,10,15,437,272,177,150,87,10,0.8,0.6507352941176471,0.58,0.5272727272727272,0.45454545454545453,0.6818181818181818,1,1.5
Fernanda Labrana,1,2,0,2,44,26,19,16,9,1,1,0.7307692307692307,0.5625,0.5,0,1,0,2
Fernanda Secinaro,2,6,1,15,137,78,48,44,25,3,0.6666666666666666,0.6153846153846154,0.5681818181818182,0.423728813559322,0.16666666666666666,2.5,0.3333333333333333,5
Fiona Ferro,47,234,121,241,7080,4274,2567,2565,1263,100,0.47,0.6006083294337857,0.49239766081871345,0.4501069137562366,0.5170940170940171,1.0299145299145298,1.21,2.41
Florencia Rossi,1,2,0,2,50,41,27,7,3,1,1,0.6585365853658537,0.42857142857142855,0.3333333333333333,0,1,0,2
Francesca Di Lorenzo,5,44,26,78,1292,843,507,371,181,20,0.25,0.6014234875444839,0.48787061994609165,0.40311804008908686,0.5909090909090909,1.7727272727272727,1.3,3.9
Francesca Jones,1,16,17,30,474,290,182,154,76,7,0.14285714285714285,0.6275862068965518,0.4935064935064935,0.41304347826086957,1.0625,1.875,2.4285714285714284,4.285714285714286
Francesca Schiavone,0,12,11,35,386,208,129,143,78,5,0,0.6201923076923077,0.5454545454545454,0.43820224719101125,0.9166666666666666,2.9166666666666665,2.2,7
Francesca Segarelli,1,4,2,15,87,42,29,30,17,2,0.5,0.6904761904761905,0.5666666666666667,0.37777777777777777,0.5,3.75,1,7.5
Francisca Jorge,5,24,21,11,698,499,279,188,98,11,0.45454545454545453,0.5591182364729459,0.5212765957446809,0.49246231155778897,0.875,0.4583333333333333,1.9090909090909092,1
Francoise Abanda,5,19,15,32,575,364,237,179,78,8,0.625,0.6510989010989011,0.43575418994413406,0.3696682464454976,0.7894736842105263,1.6842105263157894,1.875,4
Gabriela Ce,1,12,3,35,389,260,140,94,57,5,0.2,0.5384615384615384,0.6063829787234043,0.4418604651162791,0.25,2.9166666666666665,0.6,7
Gabriela Cortes Flores,1,2,0,0,0,0,0,0,0,1,1,NA,NA,NA,0,0,0,0
Gabriela Dabrowski,0,13,21,14,379,231,135,134,58,6,0,0.5844155844155844,0.43283582089552236,0.3918918918918919,1.6153846153846154,1.0769230769230769,3.5,2.3333333333333335
Gabriela Talaba,0,4,3,4,135,78,42,53,34,2,0,0.5384615384615384,0.6415094339622641,0.5964912280701754,0.75,1,1.5,2
Gabriella Da Silva Fick,1,5,4,11,137,70,48,56,33,2,0.5,0.6857142857142857,0.5892857142857143,0.4925373134328358,0.8,2.2,2,5.5
Gabriella Taylor,0,6,3,19,203,129,78,55,33,2,0,0.6046511627906976,0.6,0.44594594594594594,0.5,3.1666666666666665,1.5,9.5
Gabrielle Leslie,1,7,0,21,208,113,55,74,41,3,0.3333333333333333,0.48672566371681414,0.5540540540540541,0.43157894736842106,0,3,0,7
Garbine Muguruza,134,461,656,503,13439,8714,5781,4222,2219,206,0.6504854368932039,0.663415193940785,0.5255802936996684,0.4696296296296296,1.4229934924078091,1.0911062906724511,3.1844660194174756,2.441747572815534
Georgina Garcia Perez,6,42,115,48,1260,732,521,480,231,17,0.35294117647058826,0.7117486338797814,0.48125,0.4375,2.738095238095238,1.1428571428571428,6.764705882352941,2.823529411764706
Giulia Gatto Monticone,3,41,8,71,1168,761,408,336,163,18,0.16666666666666666,0.5361366622864652,0.4851190476190476,0.4004914004914005,0.1951219512195122,1.7317073170731707,0.4444444444444444,3.9444444444444446
Giuliana Olmos,4,29,10,21,933,649,367,263,120,13,0.3076923076923077,0.5654853620955316,0.45627376425855515,0.4225352112676056,0.3448275862068966,0.7241379310344828,0.7692307692307693,1.6153846153846154
Grace Min,3,18,8,7,550,379,224,164,75,8,0.375,0.5910290237467019,0.4573170731707317,0.43859649122807015,0.4444444444444444,0.3888888888888889,1,0.875
Greet Minnen,24,134,221,162,4813,2820,1830,1831,931,59,0.4067796610169492,0.648936170212766,0.5084653194975424,0.46713497240341195,1.6492537313432836,1.208955223880597,3.7457627118644066,2.7457627118644066
Greta Arn,1,10,21,26,308,173,108,109,50,4,0.25,0.6242774566473989,0.45871559633027525,0.37037037037037035,2.1,2.6,5.25,6.5
Guillermina Grant,2,11,0,0,0,0,0,0,0,4,0.5,NA,NA,NA,0,0,0,0
Hailey Baptiste,7,48,91,99,1429,787,519,543,298,21,0.3333333333333333,0.6594663278271918,0.5488029465930019,0.46417445482866043,1.8958333333333333,2.0625,4.333333333333333,4.714285714285714
Hannah Chambers,0,4,3,22,112,53,26,37,19,2,0,0.49056603773584906,0.5135135135135135,0.3220338983050847,0.75,5.5,1.5,11
Hannah Viller Moller,0,3,1,1,72,47,25,24,13,1,0,0.5319148936170213,0.5416666666666666,0.52,0.3333333333333333,0.3333333333333333,1,1
Hanyu Guo,0,2,1,2,68,45,26,21,6,1,0,0.5777777777777777,0.2857142857142857,0.2608695652173913,0.5,1,1,2
Harmony Tan,9,67,43,80,1892,1050,621,762,359,31,0.2903225806451613,0.5914285714285714,0.47112860892388453,0.42636579572446553,0.6417910447761194,1.1940298507462686,1.3870967741935485,2.5806451612903225
Harriet Dart,14,114,80,171,3453,1899,1157,1383,698,47,0.2978723404255319,0.6092680358083201,0.5046999276934201,0.4491634491634492,0.7017543859649122,1.5,1.702127659574468,3.6382978723404253
Heather Watson,41,244,411,342,7652,4475,2934,2835,1388,105,0.3904761904761905,0.6556424581005587,0.48959435626102293,0.4368901479383066,1.6844262295081966,1.401639344262295,3.914285714285714,3.257142857142857
Heydi Doldan,0,2,0,1,32,24,4,7,4,1,0,0.16666666666666666,0.5714285714285714,0.5,0,0.5,0,1
Hiroko Kuwata,0,4,2,4,123,73,33,46,21,2,0,0.4520547945205479,0.45652173913043476,0.42,0.5,1,1,2
Ho Ching Wu,0,2,1,3,51,36,20,12,2,1,0,0.5555555555555556,0.16666666666666666,0.13333333333333333,0.5,1.5,1,3
Hoda Habib,0,6,0,14,150,88,39,48,15,3,0,0.4431818181818182,0.3125,0.24193548387096775,0,2.3333333333333335,0,4.666666666666667
Hx Izabella Tan,3,8,3,17,196,109,73,70,45,4,0.75,0.6697247706422018,0.6428571428571429,0.5172413793103449,0.375,2.125,0.75,4.25
Iana Tishchenko,0,2,1,7,32,13,2,12,5,1,0,0.15384615384615385,0.4166666666666667,0.2631578947368421,0.5,3.5,1,7
Iga Swiatek,112,327,358,350,8535,4992,3320,3193,1839,148,0.7567567567567568,0.6650641025641025,0.5759473849044785,0.519051651143099,1.0948012232415902,1.070336391437309,2.418918918918919,2.364864864864865
Ines Murta,0,4,1,2,101,64,34,35,12,2,0,0.53125,0.34285714285714286,0.32432432432432434,0.25,0.5,0.5,1
Ipek Oz,4,21,7,21,656,470,279,165,76,9,0.4444444444444444,0.5936170212765958,0.46060606060606063,0.40860215053763443,0.3333333333333333,1,0.7777777777777778,2.3333333333333335
Ipek Soylu,0,3,0,4,81,53,25,24,14,1,0,0.4716981132075472,0.5833333333333334,0.5,0,1.3333333333333333,0,4
Irene Burillo Escorihuela,0,2,0,5,44,28,12,11,3,1,0,0.42857142857142855,0.2727272727272727,0.1875,0,2.5,0,5
Irina Camelia Begu,68,336,294,570,9861,6298,3896,2993,1603,144,0.4722222222222222,0.6186090822483328,0.5355830270631473,0.449901768172888,0.875,1.6964285714285714,2.0416666666666665,3.9583333333333335
Irina Falconi,1,12,4,18,351,223,128,110,44,5,0.2,0.5739910313901345,0.4,0.34375,0.3333333333333333,1.5,0.8,3.6
Irina Khromacheva,0,10,7,27,267,146,88,94,50,4,0,0.6027397260273972,0.5319148936170213,0.4132231404958678,0.7,2.7,1.75,6.75
Irina Maria Bara,13,93,10,133,2794,1947,1063,714,373,38,0.34210526315789475,0.5459681561376477,0.5224089635854342,0.44037780401416765,0.10752688172043011,1.4301075268817205,0.2631578947368421,3.5
Iryna Shymanovich,0,2,2,0,60,38,18,22,12,1,0,0.47368421052631576,0.5454545454545454,0.5454545454545454,1,0,2,0
Isabella Shinikova,5,40,40,81,1267,735,435,451,218,18,0.2777777777777778,0.5918367346938775,0.48337028824833705,0.40977443609022557,1,2.025,2.2222222222222223,4.5
Isabella Tiscornia,0,4,0,3,103,67,25,33,9,2,0,0.373134328358209,0.2727272727272727,0.25,0,0.75,0,1.5
Isabelle Wallace,0,2,0,5,50,30,14,15,5,1,0,0.4666666666666667,0.3333333333333333,0.25,0,2.5,0,5
Isid Hernandez,1,14,4,28,162,89,51,45,28,6,0.16666666666666666,0.5730337078651685,0.6222222222222222,0.3835616438356164,0.2857142857142857,2,0.6666666666666666,4.666666666666667
Ivana Jorovic,10,64,97,119,1874,1134,688,621,304,29,0.3448275862068966,0.6067019400352733,0.4895330112721417,0.41081081081081083,1.515625,1.859375,3.3448275862068964,4.103448275862069
Jacqueline Cabaj Awad,1,13,0,36,357,218,120,103,41,6,0.16666666666666666,0.5504587155963303,0.39805825242718446,0.2949640287769784,0,2.769230769230769,0,6
Jacqueline Cako,0,3,6,0,69,42,28,27,10,1,0,0.6666666666666666,0.37037037037037035,0.37037037037037035,2,0,6,0
Jade Lewis,2,8,7,12,220,141,96,67,34,4,0.5,0.6808510638297872,0.5074626865671642,0.43037974683544306,0.875,1.5,1.75,3
Jaimee Fourlis,2,15,6,16,507,366,214,125,55,7,0.2857142857142857,0.5846994535519126,0.44,0.3900709219858156,0.4,1.0666666666666667,0.8571428571428571,2.2857142857142856
Jamie Loeb,0,8,10,7,211,112,66,92,46,4,0,0.5892857142857143,0.5,0.46464646464646464,1.25,0.875,2.5,1.75
Jana Cepelova,4,35,15,35,1032,675,383,322,149,15,0.26666666666666666,0.5674074074074074,0.46273291925465837,0.4173669467787115,0.42857142857142855,1,1,2.3333333333333335
Jana Fett,8,70,67,219,2082,1111,687,752,374,30,0.26666666666666666,0.6183618361836184,0.4973404255319149,0.38516992790937177,0.9571428571428572,3.1285714285714286,2.2333333333333334,7.3
Janice Tjen,0,2,2,7,53,32,13,14,8,1,0,0.40625,0.5714285714285714,0.38095238095238093,1,3.5,2,7
Jaqueline Cristian,22,89,111,121,2738,1637,1028,980,546,39,0.5641025641025641,0.6279780085522297,0.5571428571428572,0.49591280653950953,1.247191011235955,1.3595505617977528,2.8461538461538463,3.1025641025641026
Jargal Altansarnai,1,7,0,9,200,138,80,53,21,3,0.3333333333333333,0.5797101449275363,0.39622641509433965,0.3387096774193548,0,1.2857142857142858,0,3
Jasmine Paolini,43,230,82,237,7114,4658,2721,2219,1106,99,0.43434343434343436,0.5841562902533276,0.49842271293375395,0.4503257328990228,0.3565217391304348,1.0304347826086957,0.8282828282828283,2.393939393939394
Jazmin Ortenzi,1,3,1,0,87,63,36,24,16,1,1,0.5714285714285714,0.6666666666666666,0.6666666666666666,0.3333333333333333,0,1,0
Jelena Ostapenko,110,459,522,1183,13728,7797,5028,4748,2548,196,0.5612244897959183,0.6448634090034628,0.5366470092670598,0.42960714887877255,1.1372549019607843,2.577342047930283,2.663265306122449,6.035714285714286
Jelena Simic,3,10,5,16,268,154,107,98,49,5,0.6,0.6948051948051948,0.5,0.4298245614035088,0.5,1.6,1,3.2
Jennifer Brady,55,240,485,260,7458,4217,2926,2981,1601,105,0.5238095238095238,0.6938581930282192,0.5370680979537068,0.4939833384757791,2.0208333333333335,1.0833333333333333,4.619047619047619,2.4761904761904763
Jessica Pegula,85,301,344,399,9403,5559,3566,3445,1880,136,0.625,0.6414822809857889,0.5457184325108854,0.4890738813735692,1.1428571428571428,1.3255813953488371,2.5294117647058822,2.9338235294117645
Jessica Pieri,0,4,0,2,117,82,43,33,11,2,0,0.524390243902439,0.3333333333333333,0.3142857142857143,0,0.5,0,1
Jessica Plazas,0,2,2,2,44,28,13,14,3,1,0,0.4642857142857143,0.21428571428571427,0.1875,1,1,2,2
Jessika Ponchet,1,13,36,18,425,207,139,200,87,6,0.16666666666666666,0.6714975845410628,0.435,0.39908256880733944,2.769230769230769,1.3846153846153846,6,3
Ji Hee Choi,0,5,3,11,130,70,45,49,19,2,0,0.6428571428571429,0.3877551020408163,0.31666666666666665,0.6,2.2,1.5,5.5
Jia Jing Lu,0,7,7,19,229,135,82,75,32,3,0,0.6074074074074074,0.4266666666666667,0.3404255319148936,1,2.7142857142857144,2.3333333333333335,6.333333333333333
Jil Teichmann,70,294,294,352,8561,5298,3368,2911,1547,132,0.5303030303030303,0.6357115892789732,0.5314324974235658,0.47410358565737054,1,1.1972789115646258,2.227272727272727,2.6666666666666665
Jing Jing Lu,1,7,1,8,216,141,76,67,34,3,0.3333333333333333,0.5390070921985816,0.5074626865671642,0.4533333333333333,0.14285714285714285,1.1428571428571428,0.3333333333333333,2.6666666666666665
Jodie Anna Burrage,0,10,19,16,279,157,102,106,44,4,0,0.6496815286624203,0.41509433962264153,0.36065573770491804,1.9,1.6,4.75,4
Johanna Konta,88,330,624,342,10007,6423,4358,3242,1783,145,0.6068965517241379,0.6784991437023198,0.5499691548426897,0.4974888392857143,1.8909090909090909,1.0363636363636364,4.303448275862069,2.3586206896551722
Johanna Larsson,23,136,100,204,4058,2604,1537,1250,663,59,0.3898305084745763,0.5902457757296466,0.5304,0.45598349381017883,0.7352941176470589,1.5,1.694915254237288,3.457627118644068
Johanne Christine Svendsen,1,8,0,18,236,135,67,83,33,4,0.25,0.4962962962962963,0.39759036144578314,0.32673267326732675,0,2.25,0,4.5
Jule Niemeier,6,39,143,156,1709,977,685,576,322,16,0.375,0.7011258955987717,0.5590277777777778,0.43989071038251365,3.6666666666666665,4,8.9375,9.75
Julia Glushko,5,20,11,20,558,380,224,158,86,8,0.625,0.5894736842105263,0.5443037974683544,0.48314606741573035,0.55,1,1.375,2.5
Julia Goerges,79,307,894,493,9304,5254,3848,3557,1957,129,0.6124031007751938,0.7323943661971831,0.5501827382625808,0.4832098765432099,2.9120521172638436,1.6058631921824105,6.930232558139535,3.8217054263565893
Julia Grabher,8,43,22,100,1301,817,512,384,191,20,0.4,0.6266829865361077,0.4973958333333333,0.39462809917355374,0.5116279069767442,2.3255813953488373,1.1,5
Julia Middendorf,0,2,3,1,55,30,18,24,11,1,0,0.6,0.4583333333333333,0.44,1.5,0.5,3,1
Julia Terziyska,1,6,2,16,165,102,58,47,21,3,0.3333333333333333,0.5686274509803921,0.44680851063829785,0.3333333333333333,0.3333333333333333,2.6666666666666665,0.6666666666666666,5.333333333333333
Juliana Valero,0,2,0,5,54,36,16,13,4,1,0,0.4444444444444444,0.3076923076923077,0.2222222222222222,0,2.5,0,5
Julie Gervais,0,2,1,13,69,44,25,12,7,1,0,0.5681818181818182,0.5833333333333334,0.28,0.5,6.5,1,13
Julita Saner,0,2,0,4,63,42,18,17,5,1,0,0.42857142857142855,0.29411764705882354,0.23809523809523808,0,2,0,4
Junri Namigata,0,7,1,13,234,147,77,74,31,3,0,0.5238095238095238,0.4189189189189189,0.3563218390804598,0.14285714285714285,1.8571428571428572,0.3333333333333333,4.333333333333333
Justina Mikulskyte,3,7,4,8,158,107,64,43,30,4,0.75,0.5981308411214953,0.6976744186046512,0.5882352941176471,0.5714285714285714,1.1428571428571428,1,2
Kai Chen Chang,1,4,2,11,131,84,50,36,18,2,0.5,0.5952380952380952,0.5,0.3829787234042553,0.5,2.75,1,5.5
Kaia Kanepi,48,213,291,377,6425,3644,2358,2404,1297,92,0.5217391304347826,0.6470911086717892,0.5395174708818635,0.4663790003595829,1.3661971830985915,1.7699530516431925,3.1630434782608696,4.0978260869565215
Kaja Juvan,40,179,173,160,5443,3275,2000,2008,1050,78,0.5128205128205128,0.6106870229007634,0.5229083665338645,0.4843173431734317,0.9664804469273743,0.8938547486033519,2.217948717948718,2.051282051282051
